PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,SurvivalLabel
341,1,3,"Wilson, Mr. Henry",male,49,2,1,5.81,C,4,0,Yes
342,1,3,"Taylor, Miss. Alice",female,59,1,1,17.94,S,3,0,Yes
343,0,1,"Brown, Mr. William",male,36,1,0,86.1,S,2,0,No
344,1,3,"Smith, Miss. Alice",female,52,3,1,10.75,S,5,0,Yes
345,1,1,"Clark, Mr. Robert",male,1,1,0,95.48,S,2,0,Yes
346,1,1,"Taylor, Miss. Alice",female,6,2,1,76.47,S,4,0,Yes
347,0,2,"Smith, Mrs. Florence",female,25,1,1,15.48,S,3,0,No
348,1,1,"Smith, Mr. John",male,5,3,2,60.46,S,6,0,Yes
349,0,1,"Taylor, Mr. George",male,15,3,1,70.42,S,5,0,No
350,0,2,"Brown, Mr. Robert",male,13,2,2,30.14,S,5,0,No
351,0,2,"Wilson, Mr. Henry",male,14,3,0,30.23,C,4,0,No
352,1,2,"Brown, Mrs. Anna",female,6,3,0,32.21,S,4,0,Yes
353,1,1,"Johnson, Miss. Margaret",female,12,0,2,97.89,Q,3,0,Yes
354,1,1,"Brown, Mrs. Mary",female,23,0,1,68.82,S,2,0,Yes
355,0,3,"Brown, Mr. Henry",male,22,2,1,18.42,Q,4,0,No
356,0,1,"Taylor, Miss. Anna",female,52,3,1,61.75,S,5,0,No
357,0,3,"Lewis, Mr. William",male,8,1,0,11.24,S,2,0,No
358,0,3,"Lewis, Miss. Anna",female,79,0,2,18.2,C,3,0,No
359,1,2,"White, Mrs. Grace",female,9,2,2,22.86,C,5,0,Yes
360,1,2,"Walker, Mr. Joseph",male,32,3,1,31.59,S,5,0,Yes
361,0,1,"Wilson, Mr. Henry",male,21,3,1,109.55,S,5,0,No
362,1,1,"Brown, Miss. Sarah",female,29,3,1,105.37,S,5,0,Yes
363,1,2,"Hall, Mrs. Florence",female,64,0,0,25.09,S,1,1,Yes
364,1,3,"Wilson, Mrs. Sarah",female,72,1,2,15.07,Q,4,0,Yes
365,1,3,"Smith, Mrs. Alice",female,80,3,2,14.86,C,6,0,Yes
366,1,3,"Brown, Miss. Margaret",female,38,2,2,6.59,C,5,0,Yes
367,1,1,"Clark, Mr. James",male,51,1,1,105.96,S,3,0,Yes
368,0,3,"Smith, Mr. Robert",male,58,3,2,13.84,S,6,0,No
369,0,3,"Taylor, Mr. William",male,56,3,2,16.72,Q,6,0,No
370,0,2,"Wilson, Mr. Charles",male,77,2,2,37.03,S,5,0,No
371,0,3,"Walker, Miss. Alice",female,38,3,0,7.07,S,4,0,No
372,0,2,"Taylor, Mr. Robert",male,80,2,2,23.63,S,5,0,No
373,1,3,"Clark, Miss. Mary",female,46,3,2,13.56,S,6,0,Yes
374,0,1,"Johnson, Mr. Charles",male,19,0,2,44.53,S,3,0,No
375,1,3,"Walker, Mr. George",male,38,1,2,5.48,C,4,0,Yes
376,0,2,"Walker, Miss. Mary",female,37,0,1,24.69,Q,2,0,No
377,0,3,"Hall, Mr. Robert",male,26,3,0,18.67,C,4,0,No
378,1,3,"Taylor, Mr. Robert",male,25,2,1,7.66,S,4,0,Yes
379,0,2,"Smith, Mr. Henry",male,55,2,2,21.61,S,5,0,No
380,0,3,"Lewis, Miss. Florence",female,20,0,0,18.93,S,1,1,No
381,1,1,"Brown, Miss. Alice",female,41,1,0,81.65,C,2,0,Yes
382,0,3,"Lewis, Mr. Robert",male,43,2,1,9.4,Q,4,0,No
383,0,1,"Smith, Mr. Henry",male,45,3,0,112.36,S,4,0,No
384,0,3,"Walker, Miss. Grace",female,15,3,1,13.1,S,5,0,No
385,1,2,"Brown, Mrs. Elizabeth",female,38,1,1,27.85,Q,3,0,Yes
386,0,3,"Clark, Mr. John",male,55,0,0,13.07,C,1,1,No
387,1,1,"Brown, Mr. Joseph",male,43,0,0,45.86,S,1,1,Yes
388,1,3,"Brown, Mr. Robert",male,53,3,1,14.45,S,5,0,Yes
389,1,3,"Walker, Mr. John",male,80,0,2,13.78,C,3,0,Yes
390,1,3,"Lewis, Mrs. Emma",female,39,0,1,16.48,S,2,0,Yes
391,0,1,"White, Mr. James",male,51,2,2,51.53,S,5,0,No
392,1,1,"White, Mr. George",male,1,3,2,83.8,S,6,0,Yes
393,1,3,"Taylor, Mrs. Florence",female,66,1,0,7.76,S,2,0,Yes
394,1,3,"Brown, Mr. George",male,71,3,2,13.24,S,6,0,Yes
395,1,3,"White, Mrs. Sarah",female,46,1,2,14.83,S,4,0,Yes
396,0,2,"Smith, Mrs. Alice",female,40,1,2,29.17,C,4,0,No
397,0,3,"Lewis, Mr. Thomas",male,56,2,1,7.01,C,4,0,No
398,1,3,"Walker, Mrs. Elizabeth",female,63,0,0,14.68,S,1,1,Yes
399,0,3,"Hall, Miss. Elizabeth",female,10,0,0,17.74,S,1,1,No
400,0,3,"Hall, Mr. Charles",male,70,3,2,16.63,S,6,0,No
401,1,2,"Hall, Mr. William",male,66,0,1,24.1,S,2,0,Yes
402,1,2,"Lewis, Mr. George",male,23,1,2,33.3,Q,4,0,Yes
403,0,2,"Lewis, Mr. Thomas",male,30,0,2,20.17,Q,3,0,No
404,1,1,"Johnson, Mr. Joseph",male,42,0,2,117.48,S,3,0,Yes
405,0,2,"Clark, Mr. George",male,49,2,2,31.33,C,5,0,No
406,0,2,"Taylor, Miss. Elizabeth",female,45,3,1,37.18,S,5,0,No
407,0,3,"Brown, Mr. George",male,36,1,0,7.8,S,2,0,No
408,1,3,"Smith, Miss. Elizabeth",female,15,3,2,12.18,S,6,0,Yes
409,0,1,"Smith, Mr. William",male,76,1,0,90.36,S,2,0,No
410,0,3,"Brown, Miss. Elizabeth",female,67,3,2,19.54,S,6,0,No
411,1,3,"Hall, Mrs. Grace",female,61,3,0,8.29,S,4,0,Yes
412,1,1,"Smith, Mrs. Elizabeth",female,44,3,2,87.25,S,6,0,Yes
413,1,3,"Brown, Mrs. Sarah",female,78,0,0,12.14,S,1,1,Yes
414,0,3,"Smith, Mr. Robert",male,70,0,2,14.74,S,3,0,No
415,0,2,"Clark, Mrs. Emma",female,62,3,1,29.73,C,5,0,No
416,1,2,"Smith, Mrs. Florence",female,30,0,1,29.96,S,2,0,Yes
417,1,3,"Clark, Mr. Joseph",male,49,1,2,17.06,S,4,0,Yes
418,1,2,"Clark, Mrs. Grace",female,69,3,2,24.14,S,6,0,Yes
419,1,1,"Taylor, Miss. Anna",female,72,3,1,119.08,S,5,0,Yes
420,0,2,"Hall, Mr. James",male,21,0,0,27.71,C,1,1,No
421,1,2,"Johnson, Mr. George",male,1,0,0,26.79,S,1,1,Yes
422,1,1,"Taylor, Mrs. Sarah",female,5,3,1,89.12,S,5,0,Yes
423,1,1,"Hall, Mrs. Emma",female,67,2,0,42.69,S,3,0,Yes
424,1,2,"Clark, Mr. Edward",male,1,1,0,39.92,C,2,0,Yes
425,0,3,"White, Mr. Henry",male,9,0,2,9.27,C,3,0,No
426,1,2,"Walker, Mrs. Anna",female,25,3,1,29.37,S,5,0,Yes
427,1,2,"Hall, Miss. Sarah",female,15,2,2,35.33,S,5,0,Yes
428,0,3,"Clark, Mr. George",male,59,3,2,17.93,S,6,0,No
429,0,3,"Johnson, Mr. John",male,53,2,2,13.03,C,5,0,No
430,1,3,"Taylor, Miss. Elizabeth",female,44,0,2,18.97,S,3,0,Yes
431,1,3,"Taylor, Miss. Anna",female,31,1,1,8.1,S,3,0,Yes
432,0,3,"White, Mr. Thomas",male,64,0,2,19.37,C,3,0,No
433,1,2,"Lewis, Miss. Grace",female,66,2,1,20.55,S,4,0,Yes
434,0,3,"Smith, Mr. James",male,51,1,1,19.65,S,3,0,No
435,0,2,"Wilson, Mr. Charles",male,13,2,1,30.32,S,4,0,No
436,0,3,"White, Miss. Clara",female,44,2,0,12.48,S,3,0,No
437,1,2,"Walker, Mrs. Clara",female,74,1,2,32.15,C,4,0,Yes
438,0,1,"Lewis, Miss. Margaret",female,20,3,0,54.13,S,4,0,No
439,1,3,"Lewis, Miss. Anna",female,73,0,1,6.48,S,2,0,Yes
440,1,3,"Clark, Mrs. Anna",female,34,2,1,13.41,Q,4,0,Yes
441,1,3,"White, Miss. Alice",female,78,1,2,13.64,S,4,0,Yes
442,0,3,"White, Mrs. Clara",female,58,0,1,14.2,S,2,0,No
443,1,3,"Hall, Miss. Clara",female,10,0,0,10.15,S,1,1,Yes
444,1,3,"Johnson, Mrs. Anna",female,47,3,1,7.51,C,5,0,Yes
445,1,1,"Clark, Mr. Robert",male,14,0,0,114.94,S,1,1,Yes
446,1,1,"Wilson, Mr. Charles",male,80,1,0,92.39,C,2,0,Yes
447,0,3,"Lewis, Miss. Grace",female,17,1,0,5.53,S,2,0,No
448,1,3,"Walker, Miss. Grace",female,18,1,2,13.96,S,4,0,Yes
449,1,3,"Smith, Miss. Mary",female,62,1,0,11.63,S,2,0,Yes
450,0,2,"Smith, Mr. Edward",male,61,0,2,38.05,Q,3,0,No
451,1,3,"Clark, Mrs. Clara",female,1,2,0,11.18,S,3,0,Yes
452,0,2,"Johnson, Mr. Charles",male,55,1,2,34.11,Q,4,0,No
453,1,2,"Hall, Miss. Sarah",female,9,1,0,22.24,S,2,0,Yes
454,1,2,"Taylor, Mr. Thomas",male,20,0,2,15.55,Q,3,0,Yes
455,0,2,"Lewis, Mr. Henry",male,20,0,1,20.43,S,2,0,No
456,1,3,"Brown, Miss. Grace",female,5,2,0,17.65,Q,3,0,Yes
457,1,1,"Wilson, Miss. Mary",female,33,3,0,49.76,C,4,0,Yes
458,0,2,"Taylor, Mr. James",male,13,1,1,24.73,Q,3,0,No
459,1,2,"Brown, Mr. George",male,39,1,1,37.19,C,3,0,Yes
460,1,2,"Hall, Mrs. Sarah",female,22,2,2,17.99,C,5,0,Yes
461,0,2,"Smith, Mr. James",male,12,1,0,27.5,S,2,0,No
462,1,3,"Lewis, Miss. Elizabeth",female,69,0,0,12.32,S,1,1,Yes
463,0,3,"Johnson, Mr. Robert",male,46,1,1,18.48,S,3,0,No
464,1,1,"Brown, Mrs. Grace",female,24,2,1,98.59,S,4,0,Yes
465,0,2,"Taylor, Mr. James",male,34,2,1,15.02,S,4,0,No
466,0,3,"Walker, Mrs. Sarah",female,31,2,2,5.95,Q,5,0,No
467,0,3,"Smith, Mr. William",male,42,3,2,9.83,S,6,0,No
468,0,3,"Clark, Mr. Thomas",male,26,0,1,7.87,S,2,0,No
469,1,1,"Lewis, Mrs. Mary",female,29,0,0,114.42,S,1,1,Yes
470,1,3,"Johnson, Mrs. Anna",female,54,2,2,5.87,S,5,0,Yes
471,1,3,"Wilson, Mr. Joseph",male,13,0,2,8.47,S,3,0,Yes
472,0,3,"Lewis, Mr. Edward",male,72,3,2,6.58,S,6,0,No
473,0,1,"Lewis, Mr. Henry",male,24,3,2,67,S,6,0,No
474,0,3,"Hall, Mrs. Grace",female,42,2,1,16.46,S,4,0,No
475,0,2,"Smith, Mr. Charles",male,71,2,1,39.04,S,4,0,No
476,0,3,"Johnson, Mr. Robert",male,39,0,1,19.77,S,2,0,No
477,0,1,"Wilson, Mr. Charles",male,59,2,0,51.07,S,3,0,No
478,1,1,"Hall, Miss. Anna",female,52,1,2,46.18,S,4,0,Yes
479,1,1,"Clark, Miss. Anna",female,74,3,0,102.41,Q,4,0,Yes
480,0,3,"Smith, Mr. Henry",male,78,0,2,16.66,S,3,0,No
481,0,2,"Hall, Mr. Joseph",male,29,1,0,31.84,Q,2,0,No
482,0,2,"Smith, Mr. Robert",male,38,3,0,18.3,S,4,0,No
483,1,2,"Clark, Miss. Florence",female,52,3,2,18.26,S,6,0,Yes
484,0,3,"Hall, Mr. John",male,68,1,0,6.07,C,2,0,No
485,0,3,"Johnson, Mr. William",male,55,2,1,7.86,S,4,0,No
486,1,3,"Taylor, Miss. Anna",female,57,1,1,5.67,C,3,0,Yes
487,1,3,"Lewis, Mr. Thomas",male,32,1,1,5.21,S,3,0,Yes
488,0,2,"Hall, Mr. William",male,69,1,0,28.66,C,2,0,No
489,0,2,"Hall, Mr. Charles",male,68,0,1,19.26,S,2,0,No
490,0,2,"White, Mr. John",male,2,0,1,31.51,S,2,0,No
491,0,2,"Lewis, Mr. Joseph",male,50,1,1,27.71,C,3,0,No
492,1,1,"Walker, Mr. Charles",male,65,3,2,114.11,S,6,0,Yes
493,1,2,"Smith, Miss. Margaret",female,21,0,1,32.11,S,2,0,Yes
494,1,3,"Clark, Mrs. Grace",female,4,2,0,7.28,C,3,0,Yes
495,0,2,"Walker, Mr. William",male,74,1,1,39.26,Q,3,0,No
496,0,3,"Taylor, Mr. Edward",male,75,1,0,9.63,C,2,0,No
497,0,3,"Taylor, Mr. Henry",male,73,1,1,6.02,S,3,0,No
498,0,3,"Johnson, Mr. William",male,41,3,1,9.55,C,5,0,No
499,0,1,"Hall, Mr. George",male,24,0,2,89.36,S,3,0,No
500,0,3,"Lewis, Mr. Henry",male,46,0,2,16.7,S,3,0,No
501,0,3,"Smith, Mr. Charles",male,63,3,0,7.46,S,4,0,No
502,1,2,"White, Miss. Sarah",female,26,1,0,19.43,Q,2,0,Yes
503,0,2,"Hall, Mr. Robert",male,6,3,2,22.82,S,6,0,No
504,0,3,"Smith, Mr. Robert",male,58,3,0,18.17,S,4,0,No
505,0,3,"Lewis, Miss. Emma",female,7,1,1,11.59,C,3,0,No
506,1,2,"Taylor, Mrs. Florence",female,7,1,1,35.75,S,3,0,Yes
507,0,2,"Wilson, Mr. Thomas",male,42,3,0,19.47,S,4,0,No
508,0,2,"Walker, Mr. Edward",male,21,0,0,17.85,S,1,1,No
509,0,2,"Taylor, Mr. William",male,49,0,0,37.81,S,1,1,No
510,1,1,"Taylor, Mr. John",male,7,3,1,64.76,C,5,0,Yes
511,0,3,"Smith, Mr. Joseph",male,1,2,0,11.88,C,3,0,No
512,1,2,"Walker, Mrs. Margaret",female,76,3,1,25.25,S,5,0,Yes
513,1,1,"Hall, Mr. Joseph",male,19,0,2,67.92,S,3,0,Yes
514,1,2,"Lewis, Mrs. Florence",female,12,0,0,25.42,S,1,1,Yes
515,1,3,"Walker, Miss. Anna",female,12,2,1,10.53,S,4,0,Yes
516,1,2,"Brown, Mrs. Florence",female,16,2,1,28.18,S,4,0,Yes
517,0,2,"Hall, Mr. Henry",male,78,2,1,30.22,S,4,0,No
518,0,3,"Johnson, Mr. George",male,64,3,1,17.12,C,5,0,No
519,0,1,"Clark, Mr. James",male,60,0,2,107.85,C,3,0,No
520,0,2,"Johnson, Miss. Grace",female,28,0,2,20.03,S,3,0,No
521,0,3,"Wilson, Mrs. Alice",female,15,2,1,10.94,S,4,0,No
522,1,3,"Lewis, Miss. Clara",female,62,3,0,14.68,S,4,0,Yes
523,0,3,"White, Mr. John",male,39,2,2,13.04,S,5,0,No
524,0,2,"Clark, Mr. William",male,4,2,1,30.66,C,4,0,No
525,0,3,"Wilson, Mr. Henry",male,40,2,2,5.47,S,5,0,No
526,0,3,"Brown, Mrs. Sarah",female,39,1,2,9.53,S,4,0,No
527,0,3,"Johnson, Mr. Henry",male,65,1,0,10.1,S,2,0,No
528,0,3,"Walker, Mr. John",male,13,1,0,15.87,S,2,0,No
529,0,2,"Johnson, Mr. James",male,6,0,1,26.67,S,2,0,No
530,1,3,"Brown, Miss. Margaret",female,27,2,0,7.89,S,3,0,Yes
531,0,1,"Walker, Mr. Henry",male,15,0,2,84.77,S,3,0,No
532,1,1,"Smith, Miss. Emma",female,37,1,0,45.7,S,2,0,Yes
533,1,2,"Hall, Mr. Joseph",male,7,0,1,16.34,S,2,0,Yes
534,1,3,"Hall, Miss. Emma",female,40,2,0,15.69,S,3,0,Yes
535,0,3,"Lewis, Mr. George",male,60,0,1,9.66,S,2,0,No
536,0,1,"White, Mr. Thomas",male,79,2,1,71.37,S,4,0,No
537,1,1,"Hall, Miss. Florence",female,61,0,1,78.29,C,2,0,Yes
538,0,3,"Lewis, Mr. Edward",male,52,0,1,13.34,S,2,0,No
539,0,2,"Clark, Miss. Florence",female,32,1,1,24.6,S,3,0,No
540,0,3,"Brown, Miss. Florence",female,31,1,2,15.04,C,4,0,No
541,1,2,"White, Miss. Sarah",female,13,3,0,22.7,S,4,0,Yes
542,1,1,"Hall, Mr. Joseph",male,18,0,0,92.87,S,1,1,Yes
543,0,1,"White, Miss. Anna",female,41,2,2,103.55,S,5,0,No
544,0,3,"Smith, Mr. James",male,66,3,0,17.79,S,4,0,No
545,1,1,"Clark, Miss. Clara",female,37,0,0,74.54,S,1,1,Yes
546,0,3,"Taylor, Miss. Margaret",female,23,3,0,7.82,S,4,0,No
547,1,1,"Taylor, Mr. John",male,10,0,0,97.71,S,1,1,Yes
548,1,3,"Walker, Mr. Edward",male,54,3,2,14.07,S,6,0,Yes
549,0,2,"Walker, Mrs. Margaret",female,29,1,1,30.11,S,3,0,No
550,0,3,"Hall, Mrs. Sarah",female,74,2,0,19.67,S,3,0,No
551,0,1,"Wilson, Mr. Thomas",male,68,2,1,81.36,S,4,0,No
552,0,3,"Lewis, Mr. Thomas",male,70,2,2,5.79,S,5,0,No
553,1,3,"Hall, Mrs. Margaret",female,43,3,1,19.41,C,5,0,Yes
554,1,1,"Johnson, Mrs. Sarah",female,61,1,2,44.13,Q,4,0,Yes
555,0,1,"Smith, Mr. John",male,10,2,1,50.6,S,4,0,No
556,0,3,"Lewis, Mr. William",male,20,3,1,17.12,S,5,0,No
557,0,2,"Clark, Mr. Edward",male,11,1,2,38.35,S,4,0,No
558,0,3,"Brown, Mr. James",male,22,1,2,16.02,S,4,0,No
559,0,2,"Clark, Mr. Edward",male,61,2,1,33.65,C,4,0,No
560,1,2,"Walker, Miss. Mary",female,68,3,0,22.22,C,4,0,Yes
561,0,3,"Johnson, Mr. John",male,46,3,2,18.77,C,6,0,No
562,1,3,"Walker, Mrs. Alice",female,51,3,2,16.24,C,6,0,Yes
563,1,2,"Lewis, Mr. Henry",male,2,0,0,15.3,S,1,1,Yes
564,0,3,"Wilson, Mr. Joseph",male,33,1,0,5.36,S,2,0,No
565,0,3,"Hall, Mr. William",male,16,0,2,6.95,S,3,0,No
566,0,3,"Johnson, Mr. Edward",male,33,2,1,14.91,S,4,0,No
567,1,2,"Taylor, Miss. Sarah",female,10,2,0,24.57,S,3,0,Yes
568,0,2,"Clark, Mr. George",male,26,3,0,31.14,S,4,0,No
569,0,3,"Lewis, Mr. James",male,34,0,0,6.09,S,1,1,No
570,1,1,"Hall, Miss. Mary",female,1,0,2,71.24,S,3,0,Yes
571,1,2,"Brown, Miss. Florence",female,52,0,2,20.65,S,3,0,Yes
572,1,2,"Brown, Miss. Sarah",female,39,3,0,30.81,Q,4,0,Yes
573,1,3,"White, Mrs. Sarah",female,23,0,1,14.91,S,2,0,Yes
574,0,3,"Wilson, Mr. Thomas",male,57,1,0,5.54,S,2,0,No
575,1,1,"Smith, Mrs. Alice",female,70,2,1,82.72,C,4,0,Yes
576,0,2,"Walker, Mr. William",male,6,3,0,20.29,S,4,0,No
577,0,3,"Smith, Mr. George",male,5,1,1,14.81,S,3,0,No
578,0,1,"Brown, Mr. John",male,7,2,0,76.49,S,3,0,No
579,0,3,"White, Miss. Anna",female,79,1,0,17.07,S,2,0,No
580,1,2,"Clark, Mr. William",male,28,0,2,19.34,S,3,0,Yes
581,0,3,"Taylor, Miss. Mary",female,57,1,2,5.61,S,4,0,No
582,1,1,"Taylor, Miss. Elizabeth",female,1,1,0,96.54,S,2,0,Yes
583,0,3,"Hall, Mr. William",male,67,3,1,8.59,S,5,0,No
584,1,3,"Hall, Mrs. Alice",female,12,2,1,11.28,S,4,0,Yes
585,0,2,"Lewis, Mr. Thomas",male,27,2,0,19.84,C,3,0,No
586,1,1,"Hall, Mr. Thomas",male,6,0,2,69.14,S,3,0,Yes
587,1,1,"Wilson, Mr. Thomas",male,7,1,0,102.84,S,2,0,Yes
588,1,2,"Clark, Mrs. Elizabeth",female,42,1,0,23.15,S,2,0,Yes
589,0,2,"Clark, Mr. Henry",male,63,0,1,18.62,Q,2,0,No
590,0,2,"Smith, Mr. Charles",male,25,2,1,20.06,S,4,0,No
591,0,1,"Hall, Mr. William",male,60,3,1,53.7,S,5,0,No
592,0,3,"Wilson, Mr. Joseph",male,71,1,0,11.18,S,2,0,No
593,1,3,"Hall, Miss. Elizabeth",female,36,0,2,11.42,C,3,0,Yes
594,0,3,"Smith, Mr. Edward",male,1,3,0,5.6,S,4,0,No
595,1,2,"Wilson, Miss. Emma",female,13,3,1,21.01,S,5,0,Yes
596,1,2,"Lewis, Mrs. Sarah",female,12,0,1,31.73,S,2,0,Yes
597,1,3,"Brown, Mr. Edward",male,52,1,1,14.4,C,3,0,Yes
598,1,3,"Brown, Mrs. Florence",female,38,3,1,15.47,S,5,0,Yes
599,1,3,"White, Miss. Emma",female,8,2,0,6.66,S,3,0,Yes
600,0,3,"Hall, Mr. George",male,27,1,1,8.58,S,3,0,No
601,0,2,"Walker, Mr. Robert",male,35,3,1,16.36,S,5,0,No
602,0,2,"Brown, Mr. George",male,69,2,1,30.52,C,4,0,No
603,1,1,"Taylor, Mrs. Sarah",female,51,1,1,116.66,S,3,0,Yes
604,0,3,"Lewis, Mr. Henry",male,67,0,1,11.25,S,2,0,No
605,1,2,"Clark, Miss. Florence",female,3,2,0,16.57,C,3,0,Yes
606,1,3,"Johnson, Miss. Florence",female,42,3,2,14.99,S,6,0,Yes
607,0,3,"Smith, Mr. William",male,40,1,1,8.4,S,3,0,No
608,1,2,"Taylor, Mrs. Elizabeth",female,22,1,2,28.38,S,4,0,Yes
609,0,1,"Smith, Mr. Henry",male,41,1,1,60.83,S,3,0,No
610,1,1,"Taylor, Miss. Sarah",female,58,1,2,64.12,Q,4,0,Yes
611,1,1,"Hall, Mrs. Sarah",female,70,2,2,96.44,S,5,0,Yes
612,1,3,"Lewis, Mrs. Alice",female,62,0,0,15.17,S,1,1,Yes
613,0,2,"Wilson, Mr. James",male,78,1,2,28.16,C,4,0,No
614,0,3,"Walker, Mr. James",male,58,0,2,10.92,S,3,0,No
615,1,2,"Walker, Miss. Anna",female,55,2,1,24.32,S,4,0,Yes
616,0,3,"Clark, Mr. Edward",male,57,3,1,9.33,C,5,0,No
617,0,3,"White, Mr. John",male,77,0,0,8.12,S,1,1,No
618,1,1,"Wilson, Mrs. Emma",female,53,2,1,53.99,S,4,0,Yes
619,1,2,"Wilson, Miss. Mary",female,63,0,1,35.86,S,2,0,Yes
620,0,1,"Lewis, Mr. George",male,39,3,0,92.31,C,4,0,No
621,0,1,"Clark, Mr. Charles",male,36,3,0,87.91,S,4,0,No
622,1,3,"Taylor, Mrs. Alice",female,16,2,2,15.99,S,5,0,Yes
623,1,3,"Smith, Miss. Margaret",female,18,2,0,5.79,S,3,0,Yes
624,0,3,"White, Miss. Margaret",female,10,1,2,7.75,S,4,0,No
625,1,3,"White, Miss. Sarah",female,47,0,2,13.7,C,3,0,Yes
626,1,2,"Clark, Mrs. Sarah",female,21,0,0,18.86,S,1,1,Yes
627,1,1,"Lewis, Mr. Joseph",male,17,0,1,67.86,S,2,0,Yes
628,0,1,"Wilson, Mrs. Margaret",female,39,0,2,105.17,S,3,0,No
629,1,2,"Lewis, Mr. Edward",male,11,3,2,34.08,S,6,0,Yes
630,1,1,"Smith, Mr. John",male,5,0,1,49.51,S,2,0,Yes
631,1,3,"Johnson, Mr. Joseph",male,27,1,0,15.06,S,2,0,Yes
632,1,2,"Walker, Mrs. Elizabeth",female,65,1,2,29.26,S,4,0,Yes
633,0,3,"Lewis, Mr. Henry",male,22,0,2,6.48,S,3,0,No
634,0,2,"Clark, Mr. John",male,14,1,1,39.53,S,3,0,No
635,1,1,"Brown, Mrs. Alice",female,15,1,1,100.98,C,3,0,Yes
636,1,1,"Walker, Mrs. Clara",female,37,3,2,98.89,S,6,0,Yes
637,0,3,"Taylor, Miss. Mary",female,55,1,0,18.42,C,2,0,No
638,1,3,"Hall, Miss. Anna",female,51,3,2,14.88,S,6,0,Yes
639,1,1,"Clark, Mr. Thomas",male,26,2,0,87.6,Q,3,0,Yes
640,0,3,"Lewis, Miss. Grace",female,75,2,2,19.15,S,5,0,No
641,1,1,"Smith, Mrs. Anna",female,59,0,0,60.06,S,1,1,Yes
642,1,3,"Hall, Mr. Joseph",male,64,0,0,10.74,S,1,1,Yes
643,0,3,"Johnson, Mr. Robert",male,67,3,1,8.03,S,5,0,No
644,1,3,"White, Miss. Clara",female,70,0,0,19.86,C,1,1,Yes
645,0,2,"Lewis, Mrs. Clara",female,5,1,2,31.49,C,4,0,No
646,0,2,"Walker, Mr. Joseph",male,50,3,0,29.22,S,4,0,No
647,1,2,"Johnson, Miss. Alice",female,21,0,1,21.58,S,2,0,Yes
648,1,1,"White, Mr. Edward",male,6,1,1,67.91,C,3,0,Yes
649,1,2,"Johnson, Mr. Joseph",male,46,3,1,16.41,S,5,0,Yes
650,0,3,"Lewis, Mr. Edward",male,9,2,0,10.06,S,3,0,No
651,1,2,"Brown, Miss. Elizabeth",female,61,0,1,24.44,S,2,0,Yes
652,1,2,"Walker, Mrs. Elizabeth",female,44,1,2,22.49,Q,4,0,Yes
653,1,2,"Hall, Mrs. Alice",female,39,3,0,30.61,Q,4,0,Yes
654,1,1,"Walker, Miss. Margaret",female,68,3,1,56.78,C,5,0,Yes
655,1,3,"Smith, Mrs. Grace",female,41,1,1,11.03,S,3,0,Yes
656,0,3,"Clark, Mr. Joseph",male,28,3,1,19.06,S,5,0,No
657,0,3,"Clark, Mr. Edward",male,47,3,0,8.61,C,4,0,No
658,1,3,"Clark, Mrs. Elizabeth",female,9,1,1,9,S,3,0,Yes
659,1,1,"Smith, Mr. George",male,4,1,1,77.13,S,3,0,Yes
660,0,2,"Lewis, Mr. James",male,4,2,1,31.47,S,4,0,No
661,0,3,"White, Mr. John",male,11,2,2,9.47,S,5,0,No
662,1,3,"Lewis, Miss. Anna",female,18,1,0,13.56,S,2,0,Yes
663,0,3,"Clark, Mr. George",male,41,2,2,16.06,C,5,0,No
664,1,1,"Walker, Mr. Henry",male,28,2,1,72.67,C,4,0,Yes
665,0,2,"Taylor, Mr. Henry",male,55,3,2,21.16,S,6,0,No
666,0,3,"Wilson, Mrs. Margaret",female,40,0,2,19.5,S,3,0,No
667,1,2,"Johnson, Miss. Margaret",female,47,0,2,36.67,C,3,0,Yes
668,0,3,"White, Mr. Edward",male,31,2,0,17.89,S,3,0,No
669,1,2,"Clark, Mr. John",male,11,3,1,33.42,Q,5,0,Yes
670,0,3,"White, Mr. Thomas",male,65,0,1,11.31,C,2,0,No
671,0,3,"White, Mr. Joseph",male,24,3,2,7.04,S,6,0,No
672,1,1,"Lewis, Mr. William",male,32,1,2,94.86,C,4,0,Yes
673,1,1,"Hall, Miss. Elizabeth",female,76,2,1,55.89,S,4,0,Yes
674,0,3,"Taylor, Mr. James",male,72,1,0,19.61,S,2,0,No
675,0,3,"Smith, Mrs. Grace",female,77,2,0,6.34,S,3,0,No
676,0,3,"Johnson, Miss. Sarah",female,59,3,0,8.37,S,4,0,No
677,1,1,"Smith, Mrs. Margaret",female,27,1,1,98.14,S,3,0,Yes
678,1,2,"Taylor, Miss. Alice",female,58,1,1,29.57,S,3,0,Yes
679,1,3,"White, Mrs. Elizabeth",female,50,3,2,13.96,S,6,0,Yes
680,1,3,"White, Miss. Emma",female,78,0,0,8.8,S,1,1,Yes
681,0,3,"Brown, Mr. Henry",male,34,1,2,12.39,S,4,0,No
682,0,1,"White, Miss. Clara",female,15,2,0,118.28,S,3,0,No
683,1,3,"Taylor, Miss. Grace",female,34,2,2,9.7,C,5,0,Yes
684,1,1,"Clark, Miss. Anna",female,20,0,0,54.65,S,1,1,Yes
